-4.090414900000000387e+01,-0.000000000000000000e+00
-7.018564540192278045e-01,-1.401588584541963112e+00
-1.023684181375422053e+00,1.472649690437012104e+00
-6.231759429094536618e-01,3.599921460616452684e+00
-1.614972632836783717e+00,2.185658172218041262e+00
-1.896760176357567440e+00,1.895370626238567002e+00
-1.702784908030273048e+00,1.755843565447703813e+00
-1.131694419865209689e+00,6.941485392060737780e-01
-1.630530409545992487e+00,1.643501327574374393e+00
-6.955528451682195523e-02,-6.124502631693546917e-01
1.381086214227057951e+01,4.035890735555796027e+00
-6.733972657535074013e+00,1.343921189640211733e-01
-3.971393887863055472e+00,7.096384506000196879e+00
-4.350764896410840521e+00,3.255398201302184713e+00
-2.723383015086835890e+00,5.190368562930449237e+00
-1.315303809843739458e-01,5.071987448138298937e+00
-1.723743062909490475e-01,5.272008678616293409e+00
2.863193712735066843e+00,3.313557873244492136e+00
5.990227601403669055e+00,-7.644990298943655560e+00
1.211379354965727018e+01,-3.791006056791384538e+01
6.631824429489056172e+01,-1.231967434834797004e+01
-6.899474346057874641e+01,-3.014265070067753527e+01
-3.257647610906419189e+00,2.388186937713989622e+01
-1.703410367306724460e+00,2.095710534250600610e+00
2.856051188954465303e+00,-3.771817118149461745e+00
5.739903193520884406e-01,-1.695660060304915673e+00
-1.110813083304644344e+01,2.990354310645881863e+00
-2.283195174899955937e+00,4.073504366532539223e+00
6.657549296132998506e+00,-8.021793782502035786e-01
-1.930298896155465682e+00,1.278433240843807717e+01
-1.759400026383455540e+01,-2.681225387601879007e+00
1.419369702820312185e+01,-2.340468860793140493e+01
-2.016447477111882591e+01,-1.411026793507819121e+01
-8.560818530100682722e+00,-2.903374768493148572e+00
-4.545012399316988194e+00,-5.027433846604747458e+00
-8.375641145408895483e+00,-3.049988420123480815e+00
2.461967500311643686e+00,6.501790884194622144e+00
-9.769116587544525387e+00,3.211864325721698776e+01
-1.030400953707717271e+01,5.490940570258648989e+01
-2.458086872208098583e+01,2.273775768373128159e+01
1.804244151038280108e+01,-2.341010167897612249e+01
4.368419617963462542e+01,5.015192231582921067e+01
2.566369925866732160e+01,-5.530702732022383827e+01
-3.515905228068838539e+01,1.120646750784825008e+00
-8.422054958253836432e+00,5.205545779243973215e+00
-1.817920108203250340e+00,2.520864801479218542e+00
3.815695343690181041e+00,6.226647173014579373e+00
-4.321577737496395066e+00,-5.617327402726619567e+00
-1.272703963056508414e+01,5.549006836675831167e+00
1.348718474044783733e+01,-1.922514570766457265e+00
2.068012683545466501e+01,1.577123636900826575e+00
1.341544850049157134e+00,1.137779895207642689e+01
